ID	example_id	stem_id	example_form	ex_DE	ex_EN	ex_form_IDN	ex_form_IDN_edited
4718	8_1686206513_0	8_1686206513	kipaha:ua	böse sein , einander zürnen , jmd zürnen ; zornig machen	to be angry , to be angry with one another , to be angry with someone ; make angry	menjadi marah, menjadi marah satu sama lain, menjadi marah kepada seseorang; membuat marah	
4719	8_1686206513_1	8_1686206513	kapaha:ua	zornig sein , zornig werden	to be angry , to become angry	menjadi marah , menjadi marah	
4720	8_1686206513_2	8_1686206513	kapaha:ua ʔamũhõ	sehr zornig sein	be very angry	menjadi sangat marah	
4721	8_1686206513_3	8_1686206513	kipaha:uaháʔa	zornig machen	make angry	membuat marah	
4722	8_1686206513_4	8_1686206513	epaha:ua	Zorn , das Zornigsein	Anger , being angry	Kemarahan , menjadi marah	
4723	8_1686206513_5	8_1686206513	edipaha:uaháʔa	(noun) zornig Gemachte	(people) made angry (noun)	(orang) yang dibuat marah (kata benda)	
4724	8_1686206618_0	8_1686206618	kaha:uda	Pl von ehuda	"plural form of ""ehuda"""	"bentuk jamak dari ""ehuda"""	
4725	8_1686206711_0	8_1686206711	kahaudi iʔioo	jmd treffen , erreichen	meet someone , reach someone	bertemu seseorang, menjangkau seseorang	
4726	8_1686206806_0	8_1686206806	dabaha:udo	in Keilform vor(wärts)gehen	go forward in a wedge shape	maju ke depan dalam bentuk baji	
4727	8_1686206984_0	8_1686206984	epahá:uhua	(noun) Zornigsein	being angry (noun)	menjadi marah (kata benda)	
4728	8_1686207161_0	8_1686207161	epahã:ũmẽ	Holzxylophon	Wooden xylophone	Gambang kayu	
4729	8_1686207647_0	8_1686207647	pahã:ũpãhãʔã	gib Nahrung , versorgeǃ	give food , provide! (sg)	berikan makanan, berikan! (sg)	
4730	8_1686207647_1	8_1686207647	epahã:ũpãhãʔã	das Nahrung Geben	the giving of food	pemberian makanan	
4731	8_1686207865_0	8_1686207865	kixá:uʔua	gemeinsam (= gleichzeitig?) geschehen	happen together (= at the same time?).	terjadi bersamaan (= pada waktu yang sama?).	
4732	8_1686208257_0	8_1686208257	kipahã:ũʔũnã	einer (und derselben) Sippe angehören	belong to one (and the same) clan	berasal dari satu marga (dan sama)	
4733	8_1686209153_0	8_1686209153	kahẽ́ãʔã	etwas (Schmutz) abstreifen , entfernen	wipe off (dirt) , remove something	bersihkan (kotoran), hapus sesuatu	
4734	8_1686209153_1	8_1686209153	hoo mãhẽ́ãʔã	streifte bereits ab	already stripped off	sudah dilucuti	
4735	8_1686209153_2	8_1686209153	kinãhẽ́ãʔã	wird abgestreift	is stripped off	dilucuti	
4736	8_1686209153_3	8_1686209153	enãhẽ́ãʔã	das Abgestreifte	the (thing) stripped off (noun)	(benda) yang dilucuti (kata benda)	
4737	8_1686209153_4	8_1686209153	eẽhẽẽ	das , was zum Abstreifen dient	that which is used for stripping	yang digunakan untuk pengupasan	
4738	8_1686794549_0	8_1686794549	kaheaʔaho:i	sich widersetzen , übertreten	to resist , transgress	untuk melawan, melanggar	
4739	8_1686794549_1	8_1686794549	kixii baheaʔaho:i	sich abermals widersetzen , wieder übertreten	to oppose again , transgress again	untuk menentang lagi, melanggar lagi	
4740	8_1686794549_2	8_1686794549	kaheaʔaho:i	er beleidigte	he insulted	dia menghina	
4741	8_1686794762_0	8_1686794762	kabaheʔaʔaho:i	unnütz sein	be useless	menjadi tidak berguna	
4742	8_1686795074_0	8_1686795074	kaheaʔáho:i	sich widersetzen , plagen	to oppose , plague	untuk menentang , wabah	
4743	8_1686795287_0	8_1686795287	kaheaba	mit etwas am Ende sein , etwas erledigt haben	to be at the end of something , to have finished something	berada di akhir sesuatu , telah menyelesaikan sesuatu	
4744	8_1686795513_0	8_1686795513	yabaheʔaho:i	Leid zufügen (vergewaltigen ?)	to inflict suffering (rape ?)	untuk menimbulkan penderitaan (pemerkosaan?)	
4745	8_1686795613_0	8_1686795613	kipaheaki	flüstern	to whisper	untuk berbisik	
4746	8_1686795613_1	8_1686795613	epaheaki	(noun) Flüstern	the whispering	bisikan	
4747	8_1686796120_0	8_1686796120	baheʔaʔoho:i	übertreten (ein Verbot)	transgress (a ban)	melanggar (larangan)	
4748	8_1686796120_1	8_1686796120	kabaheʔaʔoho:i	er geht entlang , passiert (ein Tabugebiet)	he walks along , passes (a taboo area)	dia berjalan di sepanjang , melewati (area tabu)	
4749	8_1686796120_2	8_1686796120	keabaʔa kapəhai baheʔaʔoho:i eubadia	[wir] dürfen seine Behausung nicht beschädigen	[we] must not damage his habitation/dwelling	(kita) tidak boleh merusak tempat tinggal/tempat tinggalnya	
4750	8_1686796542_0	8_1686796542	eehebu	Lied	song	lagu	
4751	8_1686796896_0	8_1686796896	eheda uhodo	Filetstück	piece of fillet	sepotong fillet	
4752	8_1686796896_1	8_1686796896	eheda upuo	Penis	penis	penis	
4753	8_1686796896_2	8_1686796896	keheda	nicht dick , mager	not fat , skinny	tidak gemuk, kurus	
4754	8_1686797303_0	8_1686797303	kixedi	(am Strand) gehen	go (on the beach).	pergi (di pantai).	
4755	8_1686797303_1	8_1686797303	kixedĩ́xi ehedia	am Strand entlanggehen	walk along the beach	berjalan di sepanjang pantai	
4756	8_1686797303_2	8_1686797303	edixedixi	(noun) Begangene	(thing) walked upon (noun)	(benda) berjalan di atas (kata benda)	
4757	8_1686797303_3	8_1686797303	ehedia	schmaler Sandstreifen am Meer , Strand ; Küste	narrow strip of sand by the sea , beach ; coast	hamparan pasir sempit di tepi laut, pantai; pantai	
4758	8_1686797580_0	8_1686797580	kixediaʔa	untersuchen , prüfen , nachsehen	examine , check , inspect	memeriksa, memeriksa, memeriksa	
4759	8_1686797580_1	8_1686797580	kabuhediaʔa	er untersuchte usw	he examined etc	dia memeriksa dll	
4760	8_1686801880_0	8_1686801880	kahedo	schwarz , dunkel	black , dark	hitam, gelap	
4761	8_1686801880_1	8_1686801880	kahedohedo	sehr dunkel	very dark	sangat gelap	
4762	8_1686801880_2	8_1686801880	ekarahaʔa:u kahedohedo	mein Körper ist sehr dunkel	my body is very dark	tubuh saya sangat gelap	
4763	8_1687834359_0	8_1687834359	yabaheʔehe	er erlaubt sich einen Verstoß	he allows himself a violation	dia membiarkan dirinya melakukan pelanggaran	
4764	8_1687835079_0	8_1687835079	kaheʔehe:i	sich vergreifen an (Eigentum)	to encroach on/trespass (property)	melanggar/melanggar batas (properti)	
4765	8_1687835079_1	8_1687835079	baheʔehe:i	überschreiten (Tabugebietsgrenze)	cross/exceed (taboo area border)	menyeberang/melebihi (batas area tabu)	
4766	8_1687835079_2	8_1687835079	baheʔehe:i	behindern	hinder/obstruct	menghalangi/menghalangi	
4767	8_1687835352_0	8_1687835352	kahaheʔeki (iʔioo) u-	etwas schleifen , feilen	grind , file something	menggiling, mengarsipkan sesuatu	
4768	8_1687835465_0	8_1687835465	kipaheʔeku	drehen , wenden	turn , rotate	putar, putar	
4769	8_1687835465_1	8_1687835465	edipaheʔeku	(noun) Gedrehte	(thing) turned (noun)	(benda) berbalik (kata benda)	
4770	8_1687835998_0	8_1687835998	kixehebu	singen	to sing	untuk bernyanyi	
4771	8_1687835998_1	8_1687835998	kipahehebu	zum Singen veranlassen	cause to sing	menyebabkan untuk bernyanyi	
4772	8_1687835998_2	8_1687835998	kipahehebúaʔa	etwas singen	sing something	menyanyikan sesuatu	
4773	8_1687835998_3	8_1687835998	kixehebúi	jmd besingen	sing about someone	bernyanyi tentang seseorang	
4774	8_1687835998_4	8_1687835998	e[h]ehebua	Singensort	Singing place	Tempat bernyanyi	
4775	8_1687835998_5	8_1687835998	edipahehebu	der zum Singen Veranlaßte	the one who is induced to sing	orang yang dibujuk untuk bernyanyi	
4776	8_1687835998_6	8_1687835998	edipahehebúaʔa	das Gesungene	the sung	yang dinyanyikan	
4777	8_1687835998_7	8_1687835998	edixehebúhui	der Besungene	the person who is sung about	orang yang dinyanyikan	
4778	8_1687835998_8	8_1687835998	eehebu	Lied	song	lagu	
4779	8_1687836195_0	8_1687836195	kixeheki	feilen	to file	untuk mengajukan	
4780	8_1687836276_0	8_1687836276	haehoheho	vernünftig sein	to be reasonable	menjadi masuk akal	
4781	8_1687837207_0	8_1687837207	ʔua kipahekodíí	ich flitze hin und her	I flit back and forth	Saya melayang bolak-balik	
4782	8_1687837207_1	8_1687837207	dapahéhekodíí	sie flitzen hin und her	they flit back and forth	mereka terbang bolak-balik	
4783	8_1687837436_0	8_1687837436	kixekoʔoáʔa	etwas ab- , durchbrechen	break something off , break through	mematahkan sesuatu, menerobos	
4784	8_1687837436_1	8_1687837436	ʔua kixekoʔoáʔa ʔua	ich hinke , humpele	I limp , hobble	Aku pincang, pincang	
4785	8_1687839488_0	8_1687839488	kixẽkũ	sitzen , sich setzen ; entstehen , stattfinden	sit , sit down ; come into being , take place	duduk, duduk; menjadi ada, berlangsung	
4786	8_1687839488_1	8_1687839488	kixẽhẽkũ	dabei sein , sich zu setzen	to be about to sit down	akan duduk	
4787	8_1687839488_10	8_1687839488	kipahã:ẽkũ	jmd setzen ; etwas regeln , anorden	set someone down ; arrange something , order something	mengatur seseorang; mengatur sesuatu, memerintahkan sesuatu	
4788	8_1687839488_11	8_1687839488	kidixoo pahã:ẽkũ	wurden vergeben , bestimmt	were assigned , determined	ditugaskan, ditentukan	
4789	8_1687839488_12	8_1687839488	eẽhẽkũ	das Sitzen ; Erlassen (von Verboten) , Anordnung , Regelung ; Verhalten ; Gründung	sitting ; enactment (of prohibitions) , order , regulation ; behaviour ; establishment	duduk; pemberlakuan (larangan), ketertiban, peraturan; perilaku; pendirian	
4790	8_1687839488_13	8_1687839488	ehẽkũã	Sitzplatz	seat/place of sitting	kursi/tempat duduk	
4791	8_1687839488_14	8_1687839488	ehẽkũã uici	das Halten einer Rede	giving a speech	memberikan pidato	
4792	8_1687839488_15	8_1687839488	eeheku uiya	die Regelung einer Anordnung	the regulation of an order	peraturan pesanan	
4793	8_1687839488_16	8_1687839488	epahẽkṹhũĩ	das Besetzen	the occupying	yang menduduki	
4794	8_1687839488_17	8_1687839488	edixẽkṹhũĩ	(noun) Besetzte	the occupied	yang diduduki	
4795	8_1687839488_18	8_1687839488	edixẽkũhũĩ́yã	wird besetzt werden	will be occupied	akan ditempati	
4796	8_1687839488_19	8_1687839488	edixẽkũhũĩyõ	muß besetzt werden	must be occupied	harus ditempati	
4797	8_1687839488_2	8_1687839488	nãmãhã:ẽkũ	sie setzen sich	they sit down	mereka duduk	
4798	8_1687839488_20	8_1687839488	kixeku ekitai	vernünftig sein	to be reasonable	menjadi masuk akal	
4799	8_1687839488_21	8_1687839488	pahanẽkũ	setze , spanne (ein Netz)ǃ	set , stretch (a net)ǃ (sg)	mengatur, meregangkan (jaring) ǃ (sg)	
4800	8_1687839488_22	8_1687839488	kipahanẽkũ ukabuʔobo	ein Netz zum Fangen von Wildschweinen spannen	set a net to catch wild boars	memasang jaring untuk menangkap babi hutan	
4801	8_1687839488_23	8_1687839488	ki kipahanẽkũ ukabora	sie setzen ihre Netze aus	they set out their nets	mereka memasang jala mereka	
4802	8_1687839488_24	8_1687839488	epahanẽkũ	das (Verbote) Anordnen , Regeln	the (prohibitions) ordering , rules	perintah (larangan), aturan	
4803	8_1687839488_3	8_1687839488	uamãhã:ẽkũãʔã	setzt euchǃ	sit down! (pl)	duduklah!	
4804	8_1687839488_4	8_1687839488	kixẽkṹhũĩ	besetzen , sich setzen auf	occupy , sit down on	menempati, duduk di atas	
4805	8_1687839488_5	8_1687839488	kidixẽkṹhũĩ	besetzt werden	be occupied	ditempati	
4806	8_1687839488_6	8_1687839488	hoo mũhẽkṹhũĩ	bereits besetzt	already occupied	sudah ditempati	
4807	8_1687839488_7	8_1687839488	edixoo mũhẽkṹhũĩ	wurde bereits besetzt	has already been occupied	telah ditempati	
4808	8_1687839488_8	8_1687839488	edixii mũhẽkṹhũĩ	wurde wieder besetzt	was occupied again	ditempati lagi	
4809	8_1687839488_9	8_1687839488	paha:eku	regeln	regulate	mengatur	
4810	8_1687844545_0	8_1687844545	kixekudi	etwas fällen	fell something	jatuh sesuatu	
4811	8_1687845040_0	8_1687845040	kahẽmõĩ	begießen , bespritzen , besprengen	to water , to sprinkle	untuk menyiram, untuk memercikkan	
4812	8_1687845040_1	8_1687845040	hoo mãhẽmõĩ	begoß bereits , begossen haben	already watered , have watered	sudah disiram, sudah disiram	
4813	8_1687845040_2	8_1687845040	kamãhẽmõĩ	er bespritzte	he splashed/sprinkled	dia memercikkan / memercikkan	
4814	8_1687845040_3	8_1687845040	kahẽhẽmõĩ	dabei sein zu besprengen	to be sprinkling	untuk menaburkan	
4815	8_1687845040_4	8_1687845040	kinãhẽmõĩ	begossen werden	be watered	disiram	
4816	8_1687845040_5	8_1687845040	enãhẽmõĩ	(noun) Begossene	(thing) watered (noun)	(benda) yang disiram (kata benda)	
4817	8_1687845040_6	8_1687845040	eupuyo enãhẽmõĩnĩã	die Blumen werden von ihm begossen	the flowers are watered by him	bunga-bunga disiram olehnya	
4818	8_1687845336_0	8_1687845336	hẽmõʔõ ehuda	die (bestimmte) Frau	the (certain) woman	wanita (tertentu)	
4819	8_1687845500_0	8_1687845500	kahẽnãpĩxĩ	(be) fühlen , (be) tasten	to feel , touch	untuk merasakan, menyentuh	
4820	8_1687845500_1	8_1687845500	enãhẽnãpĩ́Hĩ	(nicht -x-) d Befühlte	(not -x-) the (thing) felt (noun)	(bukan -x-) (benda) yang dirasakan (kata benda)	
4821	8_1687846074_0	8_1687846074	kaʔapã́ũ uhéʔohèʔo	"riechen wie die ""heʔoheʔo"" Früchte"	"smell like the ""heʔoheʔo"" fruits"	"berbau seperti buah ""heʔoheʔo"""	
4822	8_1687846175_0	8_1687846175	kipahepṍkĩ	übereinander fallen	fall on top of each other	jatuh di atas satu sama lain	
4823	8_1687846353_0	8_1687846353	kidixəə abakeʔo	schon begraben	already buried	sudah terkubur	
4824	8_1687846600_0	8_1687846600	kixəa	rasten , pausieren , halten	rest , pause , halt	istirahat, jeda, berhenti	
4825	8_1687846600_1	8_1687846600	hoo buhəa	rastete bereits	already rested	sudah beristirahat	
4826	8_1687846600_2	8_1687846600	eəhə́a	das Aufhören , Beenden	the stopping , ending	penghentian, akhir	
4827	8_1687846600_3	8_1687846600	kipaha:əa	aufhören	to stop	untuk berhenti	
4828	8_1687846600_4	8_1687846600	ehə́aha	Rastort	resting place (for pausing)	tempat istirahat (untuk berhenti sejenak)	
4829	8_1687846948_0	8_1687846948	kaʔibi	Feinde , Gegner	Enemies , opponents	Musuh, lawan	
4830	8_1687847381_0	8_1687847381	ká:ibu	grimmig sein	be grim	menjadi suram	
4831	8_1687847381_1	8_1687847381	ka:ibua	wird grimmig sein	will be grim	akan suram	
4832	8_1687847381_2	8_1687847381	hoo bá:ibu	ist bereits grimmig	is already grim	sudah suram	
4833	8_1687847381_3	8_1687847381	eibu	(noun) Grimmige , Böse , Schlechte , Bösartige	the grim , evil , bad , malicious ones	yang suram, jahat, buruk, jahat	
4834	8_1687847381_4	8_1687847381	ekaka eʔana eibu	jener Mensch ist grimmig	that person is fierce	orang itu galak	
4835	8_1687847381_5	8_1687847381	ka:ibudi	jmd böse sein , zürnen	to be angry with someone , to be angry	menjadi marah dengan seseorang , menjadi marah	
4836	8_1687847381_6	8_1687847381	eda:ibudi	der , auf den man böse , zornig ist	the one with whom one is angry , wrathful	orang yang dengannya seseorang marah, murka	
4837	8_1687847381_7	8_1687847381	kipa:ibudi hii	jmd zürnen	to be angry with someone	untuk marah kepada seseorang	
4838	8_1687847381_8	8_1687847381	ʔua kipa:ibudi hii ekaka eʔana	ich zürne jenem Menschen	I am angry with that person	Saya marah kepada orang itu	
4839	8_1688381679_0	8_1688381679	epahicepéaʔa	das Bootsrennen	the boat race	perlombaan perahu	
4840	8_1688381887_0	8_1688381887	kici	(mit einem Stock) schlagen	beat (with a stick).	pukul (dengan tongkat).	
4841	8_1688381887_1	8_1688381887	kicia	schlagen werden	will beat	akan mengalahkan	
4842	8_1688381887_2	8_1688381887	epáici	Haumesser	cutter/hewing knife	pemotong / pisau pemotong	
4843	8_1688382791_0	8_1688382791	eici	Stimme , Wort , Laut , Ton , Klang , Unterhaltung , Nachricht , Angelegenheit	voice , word , noise , tone , sound , conversation , message , matter	suara, kata, suara, nada, suara, percakapan, pesan, materi	
4844	8_1688382791_1	8_1688382791	aici	sprich - sprechtǃ	speak! (sg) - speak! (pl)	bicara! (sg) - bicara! (pl)	
4845	8_1688382791_10	8_1688382791	edaicíaʔa	das , womit gerufen wird	that with which is called	yang dengan itu disebut	
4846	8_1688382791_11	8_1688382791	epaicíxi	das jmd Rufen	the calling-someone (noun)	orang yang memanggil (kata benda)	
4847	8_1688382791_2	8_1688382791	kaici	sprechen	to speak	untuk berbicara	
4848	8_1688382791_3	8_1688382791	hoo báici	sprach bereits	already spoke	sudah berbicara	
4849	8_1688382791_4	8_1688382791	kaicixi	jmd rufen	call someone	menelepon seseorang	
4850	8_1688382791_5	8_1688382791	kaicixia	werde rufen	will call	akan menelepon	
4851	8_1688382791_6	8_1688382791	kaicíaʔa	mit etwas rufen	shout with something	berteriak dengan sesuatu	
4852	8_1688382791_7	8_1688382791	kidaicíaʔa	mit etwas gerufen werden	to be called with something	untuk dipanggil dengan sesuatu	
4853	8_1688382791_8	8_1688382791	eici kideicixíaʔa	eine Rede wird gehalten	a speech is given	pidato diberikan	
4854	8_1688382791_9	8_1688382791	kipaici	etwas zum Tönen bringen , ertönen lassen , etwas blasen	to make something sound , to make it sound , to blow something	untuk membuat sesuatu berbunyi , membuatnya berbunyi , meniup sesuatu	
4855	8_1688383148_0	8_1688383148	ekaʔicía	Haarrolle (Dutt?)	Hair roll (bun?)	Gulungan rambut (sanggul?)	
4856	8_1688383148_1	8_1688383148	eicíaʔa	"Federschmuck im ""eãpãkũ"" ; Haarzylinder für Frauen bei Festen"	"feather headdresses in ""eãpãkũ"" ; Hair cylinders for women at festivals"	"hiasan kepala dari bulu di ""eãpãkũ"" ; Silinder rambut untuk wanita di festival"	
4857	8_1688383319_0	8_1688383319	eiciʔa	Netznähinstrument (Nadel?)	Net sewing instrument (needle?)	Alat jahit bersih (jarum?)	
4858	8_1688383319_1	8_1688383319	epaiciʔa	Netznadel	Net needle	Jarum bersih	
4859	8_1688383589_0	8_1688383589	kaicixi	jmd rufen	call someone	menelepon seseorang	
4860	8_1688383589_1	8_1688383589	ʔobaicixi	du rufst	you call	anda menelepon	
4861	8_1688383589_2	8_1688383589	epaicixi	das Rufen	the calling	panggilan	
4862	8_1688383723_0	8_1688383723	kiʔiciki	etwas (mit Bast) umwickeln	wrap something (with raffia).	membungkus sesuatu (dengan tali rafia).	
4863	8_1688383723_1	8_1688383723	eahaiciki	das Umwickeln	the wrapping (process)	pembungkusan (proses)	
4864	8_1688383886_0	8_1688383886	kipahaicikii	er schlägt	he punches	dia meninju	
4865	8_1688383886_1	8_1688383886	edahicikii	der Geschlagene	the beaten one	yang dipukuli	
4866	8_1688385267_0	8_1688385267	eakahapi uidakoʔa	Verband der Wunde	bandage of the wound	perban luka	
4867	8_1688385698_0	8_1688385698	areʔe	komm herǃ	come hereǃ (sg)	datang ke siniǃ (sg)	
4868	8_1688386082_0	8_1688386082	idoo uʔíaha abaʔao kia	laß ihn nur sterbenǃ	just let him die! (sg)	biarkan saja dia mati! (sg)	
4869	8_1688386348_0	8_1688386348	baidoʔeʔa	zu vereiteln	to thwart	untuk menggagalkan	
4870	8_1688386583_0	8_1688386583	kabupee iidoka	verwunden	wound	luka	
4871	8_1688387285_0	8_1688387285	kĩxã	teilen	to split	untuk membagi	
4872	8_1688387285_1	8_1688387285	kinĩxã	geteilt , verteilt werden	to be shared , distributed	untuk dibagikan, didistribusikan	
4873	8_1688387285_2	8_1688387285	hoo mĩxãmĩxã	bereits ge- , verteilt	already distributed	sudah didistribusikan	
4874	8_1688387285_3	8_1688387285	kamĩxã	man teilt	one shares	satu saham	
4875	8_1688387285_4	8_1688387285	kikĩxã	etwas verteilen	distribute something	mendistribusikan sesuatu	
4876	8_1688387285_5	8_1688387285	nãmĩxã	sie (ver)teilen	they distribute ; they share	mereka mendistribusikan; mereka berbagi	
